codigo_produto,produto,secao,custo_atual,preco_atual,ncm
7103,CACHEPOT EM CIMENTO REF 13495,DIVERSOS,25.56,52.00,68109900
1131,JOGO DE CAMA QUEEN 04 PCS 150 FIOS KARSTEN,JOGO DE CAMA,147.77,309.00,63022100
6709,TAPETE SISAL 1.50/2.00 GUARUJÁ PINHEIRO,TAPETE,125.00,375.00,57029200
3582,PORTA CONDIMENTOS DE BAMBU DALIA GIRATORIO 6 POTES JOLITEX,DIVERSOS,57.31,135.00,70134900
7166,MANTA TRICOT MONTREAL 1.20/1.50 DOMMUN,MANTA TIPO COBERTOR,194.00,396.00,63012000
7003,CORTINA VOIL SANTORINI 3.00/4.00 ADOMES,CORTINA,172.69,363.00,63031200
5364,TAPETE MAJESTIC 0.66/2.00 EDANTEX,TAPETE,122.47,326.00,57024200
7230,PORTA COTONETE DE ACRILICO LYOR REF 1166,DIVERSOS,12.55,28.50,39249000
1613,MANTA QUEEN MONT BLANC FLANNEL ANDREZA,MANTA TIPO COBERTOR,102.75,207.00,63014000
5360,CULOTE JOELHEIRA DIVERSOS NILLY,CONFECCOES,10.70,22.50,61119090
7213,JOGO DE CAMA KING GIOVANNA 300 F  100% ALG EGÍPCIO TRUSSARDI,JOGO DE CAMA,740.40,1628.00,63023100
7214,COBRE LEITO KING GIOVANNA 300 F  100% ALG EGÍPCIO TRUSSARDI,COBRE LEITO,822.59,1808.00,94049000
6920,PLANTA PERMANENTE REF 11685 FOLHA,DIVERSOS,12.93,25.00,67021000
7184,PRATO RASO DE VIDRO LYOR,DIVERSOS,9.18,21.00,70134900
5623,PERFUME MOSCHINO FRESH PINK/COUTURE FEMME  100 ML,PERFUME FEMININO,200.20,579.00,33030010
6924,JOGO DE CAMA CASAL 03 PCS ESTAMPADO 180 FIOS KARSTEN,JOGO DE CAMA,129.95,228.00,63022100
7242,TAPETE BUZIOS 2.50/3.00M TEXTIL J SERRANO,TAPETE,447.19,999.00,57029200
7089,BANDEJA PEQUENA METAL REF 12024/12021/12027,DIVERSOS,21.37,50.00,73239900
7144,JOGO DE JANTAR IMPERIAL/CLEAN 16 PÇS C/ PRATOS DECORADOS YOI,DIVERSOS,139.00,319.00,69120000
32,CENTRO DE MESA MEDIO DE CERAMICA BANANA LEAF LYOR,DIVERSOS,26.49,64.00,6913900
7243,ALMOFADA DORATA/MURANO/GIARDINA TRUSSARDI,ALMOFADA,61.65,163.00,94049000
7248,COBRE LEITO KING 03 PÇS FELLINI 100%ALG TRUSSARDI,COBRE LEITO,460.63,1012.00,94049000
4093,COBRE LEITO KING 03 PÇS GIARDINA/MORELLO  100% ALGODAO TRUSS,COBRE LEITO,16.83,1012.00,33030020
7218,TOALHA BANHO CONSTANZA KARSTEN,TOALHAS AVULSA,48.36,126.00,63026000
4775,PERFUME SISTERLAND BONECAS 80ML,PERFUME FEMININO,106.10,219.00,33030010
7445,JOGO DE CAMA NERANO KING TRUSSARDI,JOGO DE CAMA,678.63,1389.00,63023100
6658,JOGO DE CAMA KING 4PCS DONATI 300 FIOS TRUSSARDI,JOGO DE CAMA,571.95,1149.00,63023100
5579,KIT PERFUME ANIMALE FOR MEN 100ML ASB 100ML SG 100ML MINI,PERFUME MASCULINO,169.35,349.00,33030020
1760,TAPETE SAO CARLOS PROMOCIONAL 1.50/2.00,TAPETE,0.00,420.00,57033000
7155,TOALHA VISITA CONSTANZA KARSTEN,DIVERSOS,20.12,54.00,63026000
7297,PERFUME ANTONIO BANDERAS THE ICON 100 ML,PERFUME MASCULINO,135.35,292.00,33030020
7268,CAPA DE ALMOFADA ASPEN 0.45/0.45 JOLITEX,CAPA,18.72,42.00,63049300
639,TAPETE ECO NATURE 0.57/1.80 J.SERRANO,TAPETE,34.12,78.00,57029200
7253,ALMOFADA LINHO 0.52/0.52 BORDADO FINO DECORTEXTIL/CIA DA TER,ALMOFADA,129.90,259.00,94049000
7296,PERFUME ANTONIO BANDERAS THE ICON 50 ML,PERFUME MASCULINO,78.75,159.00,33030020
5038,TAPETE COZINHA 03 PCS POEME JOLITEX,TAPETE,33.98,96.00,57050000
7263,CJ 2 PCS P/ BOLO DE AÇO INOX C/ CABO DE PLASTICO DESTINY,DIVERSOS,6.73,15.00,82159910
7040,CACHEPOT EM CIMENTO SUP METAL REF 13051 MARTY,DIVERSOS,34.11,68.00,68109900
7039,CACHEPOT EM CIMENTO SUP METAL REF 13050 MARTY,DIVERSOS,51.21,103.00,68109900
7293,JOGO DE BERÇO MALHA 3 PÇS HUG,JOGO DE BERÇO,84.90,171.00,63023100
532,EDREDON QUEEN 03 PÇS 150 FIOS 100%  ANDREZA,EDREDON,115.89,219.00,63019000
4606,REFIL DIFUSOR TRUSSARDI 350 ML C/ 6 VARETAS,DIVERSOS,76.00,167.00,33074900
362,JOGO DE CAMA SOLTEIRO KING 02 PCS MALHA SOFEE KACYUMARA,JOGO DE CAMA,54.05,117.00,63021000
7259,TAPETE BELGA 0.66/1.80 JOLITEX,TAPETE,38.17,89.00,58050020
7169,CORTINA DUO 5.40/2.50 SORRENTO BELLA JANELA,CORTINA,349.92,699.00,63039200
7303,VELA PERFUMADA ESPUMARIA,DIVERSOS,42.00,89.00,34060000
7059,CORAÇÃO EM CERAMICA REF 11354/11352/11353,DIVERSOS,12.74,32.00,69139000
6918,OURICO EM CERAMICA REF 08721/08720/08722,DIVERSOS,37.69,75.90,69139000
668,CENTRO DE MESA FOLHA DOURADO/RUSTICO/CINZA TAM P JOLITEX,DIVERSOS,23.00,53.00,44201000
7113,VASO POLIRESINA REF 13094/13097/13095/132096/12403/12415/124,DIVERSOS,36.33,80.00,39264000
6779,CENTRO DE MESSA FOLHA REF 12772,DIVERSOS,80.89,160.00,39264000
7225,TOALHA DE MESA JARDIM/FLORATA/LYON/PIQUET 1.60/3.20 ARGIVAI,TOALHA DE MESA,204.66,537.00,63025300
3040,JOGO DE CAMA KING 04 PCS 150 FIOS KARSTEN,JOGO DE CAMA,172.79,360.00,63022100
16,PRATO DECORATIVO PEQUENO DE CERAMICA LYOR,DIVERSOS,20.58,49.00,69139000
45,CENTRO DE MESA PEQUENEO DE CERAMICA BANANA LEAF LYOR,DIVERSOS,13.23,33.00,69139000
7037,PASSARO EM CIMENTO REF 13048/13049,DIVERSOS,42.66,86.00,68109900
4379,MANTA DECORATIVA MAGNA/TARANTO 140X180M  TRUSSARDI,MANTA TIPO COBERTOR,271.42,589.00,33030010
7299,ALMOFDADA LINHO BORDADA 0.30/0.50 PASSAROS CIA DA TERRA,ALMOFADA,129.00,258.00,94049000
7130,BANDEJA METAL ESPELHO REF 9618/6538/6543,DIVERSOS,46.94,104.00,73239900
4347,PERFUME 212 VIP  FEMME CAROLINA HERRERA 125ML,PERFUME MASCULINO,408.64,829.00,33030010
1951,JOGO DE CAMA QUEEN 04 PÇS 250 FIOS PIENZA ANDREZA,JOGO DE CAMA,385.20,789.00,\N
7109,ESCULTURA EM METAL REF 13011/14319 MART,DIVERSOS,85.41,197.00,83062100
7314,CACHEPOT EM CIMENTO REF 13980 MART,DIVERSOS,75.25,165.00,68109900
7311,TAPETE GALES 2.00/2.50 FATEX CORTTEX,TAPETE,170.00,379.00,57050000
6629,JOGO DE CAMA QUEEN 4 PCS 300F  VERCELLI TRUSSARDI,JOGO DE CAMA,566.00,1245.00,63023100
6621,COBRE LEITO QUEEN GRASSO 3PCS 300 FIOS TRUSSARDI,COBRE LEITO,411.28,825.00,94049000
3042,JOGO TAPETE ECO 03 PÇS J.SERRANO,TAPETE,55.85,129.00,57029200
520,CORTINA PRATIKA 4.20/2.50 STARK DELICATTA BELLA JANELA,CORTINA,120.54,298.00,63039200
7002,CORTINA CORTA LUZ DIAMANTINA 4.00/4.00 ADOMES,CORTINA,450.72,947.00,63031200
243,CONJUNTO C/6 ESPATULAS INOX,DIVERSOS,14.58,34.00,82159910
7313,TAPETE BERLIM 1.40/2.00 FATEX CORTTEX,TAPETE,49.90,135.00,57029200
7312,TAPETE BERLIM 2.00/2.40 FATEX CORTTEX,TAPETE,89.90,228.00,57029200
7317,ESPELHO PRETO EM METAL PEQUENO REF 09398 MART,DIVERSOS,134.91,309.00,\N
7128,BANDEJA METAL ESPELHO REF 9616/9614/6534/6539/8150/7176,DIVERSOS,25.56,57.00,73239900
7252,ALMOFADA VELUDO OFF 0.52/0.52 ESTAMP+BORDADO DECORTEXTIL,ALMOFADA,139.90,279.00,94049000
6605,BOLSA NINA E NECO GADE BABY,DIVERSOS,0.00,192.00,\N
7269,PANO DE LIMPEZA CAMESA 0.42X0.65 PANOMAX,PANO DE PRATO,5.21,10.50,94049000
7276,TAPETE P/ BOX SANDY 0.67/0.35 ANDREZA,TAPETE,10.70,24.00,39249000
7114,CORAÇÃO EM CERAMICA REF 10343/10342/10344 mart,DIVERSOS,14.96,36.00,69139000
5861,SHORTS JEANS FEM.C/BABADO P A GG LOOK JEANS,CONFECCOES,28.78,66.00,62092000
7325,ESCULTURA YOGA EM PORCELANA REF 12167/12168/12169 MART,DIVERSOS,41.94,99.00,69131000
2095,CONJ 6 CANECAS DE VIDRO 172ML LYOR,DIVERSOS,20.04,45.00,63041990
5004,JOGO DE CAMA  KING 03 PÇS 300 FIOS BORD. SENISE/SELENA  MARK,JOGO DE CAMA,428.00,963.00,63023100
7212,EDREDOM KING GIOVANNA 300 F  100% ALG EGÍPCIO TRUSSARDI,EDREDON,732.11,1590.00,94049000
7264,CAPA DE ALMOFADA BORD. INGLESA 0.45/0.45 JOLITEX,CAPA,29.99,66.00,63049300
1688,DIFERENÇA DE TROCA,TAPETE,85.51,73.00,57024200
6721,TAPETE ENTRADA 0.50/0.70 BELLA CASA,TAPETE,19.94,45.00,57032000
4459,JOGO AMERICANO ORNATO COPA&CIA,JOGO DE COZINHA,11.10,23.00,63025100
2879,CORTINA DUPLEX BORD.SPECIAL DIAMANTE (2.50/3.00 BELLA,CORTINA,92.90,327.00,63039200
6695,TAPETE SAO CARLOS 2.00 REDONDO CLASSE A,TAPETE,610.11,1490.00,57024200
7093,BANDEJA METAL GRANDE REF 12013/12001/12009/11997/12005,DIVERSOS,44.96,104.00,73239900
7345,TOALHA ROSTO 0.48/0.80 ALANA/SINTRA/FLOREN/MAUREN/YUMI BUDD,TOALHAS AVULSA,12.72,28.50,63026000
7344,TOALHA BANHO 0.70/1.35 ALANA/SINTRA/FLOREN/MAUREN/YUMI BUDD,TOALHAS AVULSA,26.09,60.00,63026000
7277,TAPETE P/ BOX ASTRA 0.67/0.36 ANDREZA,TAPETE,13.20,29.00,39249000
2684,"COBRE LEITO CASAL 03 PÇS MALHA 100 % ALG. 2,40/2,50 EMITEX",COBRE LEITO,41.89,180.00,94049000
1744,EDREDON SOLTEIRO 02 PÇS 150 FIOS 100% ALG. LICENCIADOS LEPPE,EDREDON,90.30,171.00,94049000
4311,TOALHA MESA 1.60/2.20 LIMPA FACIL XANFER,TOALHA DE MESA,32.68,63.00,63025990
5917,EDREDON QUEEN TOTAL MIX 100% ALGODAO  ARTEX,EDREDON,119.21,249.00,94049000
245,TOALHA BANHO LINCE KARSTEN,TOALHAS AVULSA,20.45,45.00,63026000
6897,TAPETE KILIM 1.40/2.00 NIAZITEX,TAPETE,206.02,476.00,57029900
7310,TAPETE GALES 1.40/2.00 FATEX CORTTEX,TAPETE,100.00,222.00,57029200
7383,TAPETE PREMIUM 2.00/2.50 SAO CARLOS/PINHEIRO,TAPETE,400.00,975.00,57024200
6941,TOALHEIRO DE BANCADA REF 1171 FUTURE,DIVERSOS,24.87,58.00,73249000
7348,PORTA RETRATO VERDE EM VELUDO MEDIO REF 13063 MART,DIVERSOS,19.95,43.50,44140000
7274,TAPETE MITRAS 0.50/1.00 100% ALGODAO BOUTON,TRAVESSEIROS,30.00,69.00,57039000
6693,TAPETE HERAT EXPORT 2.00/2.50 SAO CARLOS,TAPETE,244.88,594.00,57024200
7300,ALMOFDADA LINHO BORDADA 0.50/0.50 PASSAROS CIA DA TERRA,ALMOFADA,149.00,298.00,94049000
3574,JOGO DE CAMA CASAL 03 PÇS 150 FIOS PINHEIRO,JOGO DE CAMA,23.09,123.00,63021000
7332,CACHEPOT EM CIMENTO REF 12856C/ SUPORTE EM METAL MART,DIVERSOS,22.41,45.00,68109900
7333,CACHEPOT EM CIMENTO REF 12857 C/ SUPORTE EM METAL MART,DIVERSOS,17.91,36.00,68109900
6720,SACHE PERFUMADO TRUSSARDI 18 G,DIVERSOS,14.90,32.00,33029019
6631,TOALHA BANHO GIGANTE SPECIALE TIRA BORDADA TRUSSARDI,TOALHAS AVULSA,120.67,264.00,63026000
7173,CORTINA DUO 4.20/2.50  SORRENTO BELLA JANELA,CORTINA,273.02,549.00,63039200
2592,TAPETE SAO CARLOS PALACIO 2.00/2.90,TAPETE,273.43,576.00,57033000
2918,TAPETE SAO CARLOS VIVA 2.00/3.00,TAPETE,517.18,1095.00,57033000
7368,PASSADEIRA DUNA EM ROLO METRO 2  KOMLOG,TAPETE,12.08,28.90,391810000
7108,CACHEPOT EM CIMENTO REF 12885/16096  MART,DIVERSOS,59.76,144.00,69139000
7328,KIT PORCO -ESPINHO EM CIMENTO 03 PÇS REF 12222 MART,DIVERSOS,44.91,89.00,68109900
7273,TRAVESSEIRO NEO PRIME 0.50X0.090 233 FIOS CAMESA,TRAVESSEIROS,50.76,117.00,94049000
4062,ROUPAO MAELLE/DOMENICO FEM/MASC TRUSSARDI,ROUPAO,217.35,480.00,62089100
7187,CONJ. 6 CANECAS DE VIDRO TRANSP. 245ML VINTAGE LYOR,DIVERSOS,23.49,52.00,70134900
7240,TAPETE BUZIOS 2.00/2.50 M  TEXTIL J SERRANO,TAPETE,298.13,672.00,57029200
7381,TAPETE ISTANBUL 2.00/2.90 ORIENTE PINHEIRO,TAPETE,464.00,1298.00,57024200
7382,TAPETE PREMIUM 2.00/2.90 SAO CARLOS DIVERSOS PINHEIRO,TAPETE,464.00,1298.00,57024200
6773,AMPULHETA MEDIA REF 9607/9608/16801 EM VIDRO,DIVERSOS,66.88,159.00,70139900
7190,TRILHO DE PLASTICO FOLHA DE BANANEIRA LYOR,DIVERSOS,34.04,75.00,39241000
2541,TAPETE SAO CARLOS UNIQUE 2.00/2.90,TAPETE,558.65,1183.50,57024200
5283,JOGO DE CAMA SOLTEIRO 02 PCS MALHA SOFEE KACYUMARA,JOGO DE CAMA,36.76,108.00,63022100
6590,TAPETE MISSY OVAL SORT 0.40/0.60 CORTTEX,TAPETE,6.90,18.00,57039000
7298,ALMOFDADA LINHO/VELUDO 0.30/0.50 CIA DA TERRA,ALMOFADA,119.00,238.00,94049000
7370,PAR DE FRONHAS 0.50/0.70 ESTAMPADAS 200 FIOS MARKEN FACE,FRONHA,28.08,57.00,63023100
3747,JOGO DE CAMA SOLTEIRO 03 PÇS 400 FIOS NOBILE SOFT ONE,JOGO DE CAMA,105.61,207.00,63023100
945,LENÇOL AVULSO QUEEN 200 FIOS SLIM FIT BY THE BED,LENCOL AVULSO,32.00,129.00,63023100
6960,TOALHA VISITA LINCE KARSTEN,DIVERSOS,4.96,10.50,63026000
7304,COBERTOR KING KYOR PLUS RACHEL JOLITEX,COBERTOR,150.57,298.00,63014000
3108,COLCHA SOLTEIRO PIQUET 1.70/2.50  RAUL TEXTIL,COLCHA,64.93,138.00,\N
3777,CORTINA VALENCIA 2.60/5.40 DUPLEX BURIOLA,CORTINA,179.00,358.00,63039200
7395,COBRE LEITO QUEEN 03 PÇS VELVET/NEO CAMESA,COBRE LEITO,177.01,378.00,94049000
7394,COBRE LEITO KING 03 PÇS VELVET/NEO CAMESA,COBRE LEITO,195.42,418.00,94049000
789,TAPETE MAJESTIC 1.00/1.40 EDANTEX,TAPETE,141.79,346.00,57024200
7301,ALMOFDADA SUED/VELUDO/LINHO 0.30/0.50 CIA DA TERRA,ALMOFADA,69.00,138.00,94049000
7241,TAPETE BUZIOS 2.00/3.00 TEXTIL J SERRANO,TAPETE,358.38,798.00,57029200
7398,PROTETOR DE SOFA PLAZA DUPLA FACE 3 E 2 LUGARES LAVIVE,CAPA,147.44,309.00,63049900
7151,PORTA CONDIMENTOS INDUSTRIAL COFEE/SUGAR/COOKIES 1000ML YOI,DIVERSOS,36.30,78.00,73239900
7261,CESTA DE FIBRA NATURAL C/ CALÇA DE METAL REVESTIDA,DIVERSOS,38.30,79.00,46021900
2526,PORTA MANTIMENTO DE VIDRO 500ML LYOR,DIVERSOS,21.15,12.00,70134900
720,TOALHA PRAIA GIGANTE KARSTEN/PINHEIRO,TOALHAS AVULSA,25.00,78.00,63026000
3404,TAPETE SAO CARLOS JOY 0.50/1.00,TAPETE,60.14,99.00,57033000
6999,CORTINA LINHO CORTA LUZ 100% 4.00/4.00 ADOMES,CORTINA,499.32,1049.00,63031200
7380,TAPETE 2.00/2.50 INDIANA/VANGUARDA ASIATEX/PINHEIRO,TAPETE,225.00,698.00,57024200
3947,TAPETE 1.50/2.00 FIO BAIXO SAO CARLOS/DIVERSOS/PINHEIRO,TAPETE,15.00,585.00,57050000
7030,CACHEPOT EM CIMENTO REF 13448/13450/13452,DIVERSOS,21.29,43.00,68109900
7000,CORTINA LINHO CORTA LUZ 4.00/4.00 ADOMES,CORTINA,392.65,825.00,63031200
6713,COBRE LEITO SUPER KING 03 PÇS 200 FIOS PRIVILEGE ANDREZA,COBRE LEITO,301.78,729.00,63041910
6993,KIT INOVE 3MTS VARAO DESLIZANTE CROMADO BELLA ARTE,DIVERSOS,66.92,147.00,76041021
4787,TAPETE PRESTIGE 0.50/0.80 ANDREZA,TAPETE,48.80,165.00,57039000
7384,TAPETE PREMIUM 0.50/1.00 ASIATEX/PINHEIRO,TAPETE,19.00,49.90,57024200
6989,EDREDON QUEEN PLUSH COMBO SOFT HEDRONS,EDREDON,110.97,245.00,94049000
6691,PANO DE COPA 0.45/0.65 FELPUDO PRATA ESTAMPADO DOHLER,PANO DE PRATO,4.23,9.00,63026000
6836,TAPETE 3.00/4.00 NILO BUCHARA,TAPETE,1188.00,2745.00,57024200
4949,TOALHA ROSTO LINCE KARSTEN,TOALHAS AVULSA,16.79,21.00,63026000
7161,KIT BANHEIRO 2 PEÇAS PRESENCE,DIVERSOS,26.99,62.00,69120000
6919,KIT PARA BANHEIRO EM CERAMICA REF 11761/10547/10544,DIVERSOS,49.40,99.00,69120000
7229,TRILHO DE MESA REQUINTE LUXE 40X85 ARGIVAI,CAMINHO DE MESA,36.00,78.00,63025300
997,"CJ 3 PETISQUEIRAS C/ BANDEJA DE BAMBU 10X32X3,5 CM LYOR",DIVERSOS,40.50,54.00,44191900
7393,"BOWL RASO CRISTAL DE CHUMBO CORAÇAO 25X13X2,5 LYOR",DIVERSOS,5.28,15.00,70134100
7292,KIT C/2BABADORES BANDANA HUG,DIVERSOS,30.81,63.00,62092000
7221,SOUSPLATS REDONDO REQUINTE LUXE ARGIVAI,CAMINHO DE MESA,17.06,45.00,63025300
4588,BODY REDUTOR C/  PERNAS/BODY ALÇA MODELADOR MALWEE,DIVERSOS,29.33,55.50,61149090
3955,CONJUNTO FEM BLUSA/CALCINHA SONHART,CONFECCOES,21.07,33.00,63026000
7410,PORTA TEMPEROS BAMBU YOI,DIVERSOS,88.29,195.00,44191900
7176,CORTINA DUO 5.40/2.50 MONACO BELLA JANELA,CORTINA,319.65,679.00,63039200
7427,COBRE LEITO SUPER KING 03 PÇS ELEGANCE/COLOR HABITAT,COBRE LEITO,91.99,228.00,94049000
7378,JOGO DE CAMA KING 04 PÇS 300 FIOS POA MARKEN FASSI,JOGO DE CAMA,509.76,1017.00,63023100
70,JOGO DE CAMA CASAL 03 PCS TEKA,JOGO DE CAMA,15.08,70.00,63022100
18,FOLHA DECORATIVA MEDIA DE CERAMICA LYOR,DIVERSOS,31.44,78.00,69139000
1342,EDREDON KING 03PÇS STRIPE 260/300 FIOS TOQUE DE SEDA ANDREZA,EDREDON,466.75,986.00,94044000
258,MANTA SOLTEIRO MONT BLANC FLANNEL ANDREZA,MANTA TIPO COBERTOR,68.05,143.00,63014000
6700,TAPETE SAO CARLOS SISAL NEW BOUCLE 3.00/4.00,TAPETE,1911.33,4199.00,57029200
2086,TOALHA ROSTO PONTO CRUZ CHARME TEKA,TOALHAS AVULSA,3.98,8.40,63026000
1516,TOALHA BANHO INFANTIL PONTO CRUZ TEKA/KARSTEN,TOALHAS AVULSA,10.32,19.50,63026000
7227,TRILHO DE MESA REQUINTE LUXO 40X180 ARGIVAI,CAMINHO DE MESA,71.51,156.00,63025300
5658,PERFUME JULIANA PAES EXOTIC 100ML,PERFUME FEMININO,62.85,125.00,33030020
7341,ESCULTURA ELEFANTE DOURADO EM CERAMICA REF 12992 GRANDE MART,DIVERSOS,51.75,123.00,69139000
7342,ESCULTURA ELEFANTE DOURADO EM CERAMICA REF 12993 PEQUENO MAR,DIVERSOS,33.75,79.00,69139000
7362,ESFERA DECORATIVA GRANDE EM RATTAN REF 13402 MART,DIVERSOS,38.25,75.00,46021200
7417,TAPETE MAJESTIC 2.00/2.50 EDANTEX,TAPETE,510.00,1197.00,57024200
7399,JOGO DE CAMA QUEEN 04 PCS PROMOCIONAL 200 FIOS VIDA BELA KAC,JOGO DE CAMA,0.00,459.00,63022100
7141,DISPENSER SABONETE LIQUIDO BASE CERAMICA YOI,DIVERSOS,26.51,59.90,69120000
7143,PORTA ESCOVA OSAKA REATIVO YOI,DIVERSOS,15.43,35.00,69120000
7324,CACHEPOT EM CERAMICA PEQUENO 14037/14035 MART,DIVERSOS,31.41,75.00,\N
6923,CORTINA DUPLEX 4.20/2.50 SORRENTO BELLA JANELA,CORTINA,251.79,549.00,63039200
3942,CORTINA VINTAGE 2.80/5.40 P/VARAO DE 4MTS TAPECOL,CORTINA,268.64,528.00,63039900
6654,PERFUME ARMANI CODE MASC EDT 200ML,PERFUME MASCULINO,343.48,774.00,33030020
7425,TAPETE AURORA 2.00/2.50 EDANTEX,TAPETE,400.00,948.00,57029200
6990,SAIA BOX SOLTEIRO 0.88/1.88 DIAMOND HEDRONS,SAIA PARA COLCHAO,37.76,83.00,63023200
7428,CAPA DE ALMOFADA FLORES/GRECIA/MONTE 0.43/0.43 FLORES JOLITE,CAPA,11.24,24.00,63019300
6807,MINI PRATO REF 10621 EM CERAMICA,DIVERSOS,6.30,13.50,69139000
1420,POTE DE VIDRO 750ML BOROSSILICATO REF 1420,DIVERSOS,9.56,22.00,70134900
7228,TRILHO DE MESA REQUINTE LUXE 40X220 ARGIVAI,CAMINHO DE MESA,88.55,186.00,63025300
190,ROUPAO INFANTIL CONFETI/COLORE G LEPPER,ROUPAO,23.62,54.00,62079100
2164,MEIA JUVENIL SOQUETE/INVISIVEL 34 A 38 COD.5045/5040/5006 SE,CONFECCOES,2.66,6.00,\N
1115,ROUPAO AVELUDADO ADULTO ATLANTICA,ROUPAO,38.09,72.00,61089100
4816,COBRE LEITO PAESE SOLTEIRO TRUSSARDI,DIVERSOS,437.70,969.00,94044000
5446,CONJ FEM. BLUSA RIBANA LEGGI COTTON PIED HAVE FUN,CONFECCOES,28.70,60.00,61042200
999,JOGO DE CAMA CASAL 04 PCS 150 FIOS KARSTEN,JOGO DE CAMA,135.95,285.00,63022100
68,JOGO DE CAMA CASAL 04 PÇS 60% ALGODAO 40% POLIESTER ANDREZA,JOGO DE CAMA,56.90,126.00,63022900
371,ROUPAO ADULTO AVELUDADO SUNDAY TEKA,ROUPAO,38.36,75.00,62089000
5571,PERFUME ESTOJO CICLO 30 ML,PERFUME FEMININO,37.50,75.00,33072010
5769,CONJ.FEM BLUSA CROPPED E SHORT SAIA 2 A O ANOS KUKIE,CONFECCOES,41.40,94.50,63042300
6822,FLOR EM CERAMICA REF 11284,DIVERSOS,13.26,45.00,69139000
7434,COBRE LEITO QUEEN 03 PÇS ELEGANCE/COLOR HABITAT,COBRE LEITO,77.80,178.00,94049000
6867,CORTINA BLACKOUT ANELIZA 2.00/2.30 VARAO 2 MTS DOHLER,CORTINA,156.09,327.00,63039200
400,JOGO DE CAMA SOLTEIRO 02 PCS 180 FIOS ESTAMPADO KARSTEN,JOGO DE CAMA,99.95,178.00,63022100
7232,CJ 6 TAÇAS DE VIDRO MARINE 250ML REF 7746,DIVERSOS,50.41,120.00,70132800
7419,TAPETE CONDOR 2.50/3.00 EDANTEX,TAPETE,612.79,1449.00,57024200
6899,TAPETE KRISHNA DUPLA FACE 1.50/2.00 NIAZITEX,TAPETE,230.33,532.00,57029900
7150,PORTA - CONDIMENTOS LISSE YOI,DIVERSOS,43.12,99.00,73239900
7412,DISPLAY DE PRATOS YOI,DIVERSOS,27.32,60.00,44191900
4406,BOWL DE CRISTAL DIAMOND STAR LYOR,DIVERSOS,9.95,22.00,70134100
7239,CORTINA PRATIKA BELLINI 1.70/3.00 BELLA JANELA,CORTINA,88.53,186.00,63039200
7424,TAPETE CONDOR 3.00/4.00 EDANTEX,TAPETE,954.00,2298.00,57024200
2674,TOALHA ROSTO CASA IN LISA KARSTEN,TOALHAS AVULSA,3.20,7.50,63026000
5356,JOGO DE CAMA QUEEN MERANO TRUSSARDI,JOGO DE CAMA,415.06,923.00,63022100
7432,TAPETE DELHI 0.60/1.80 ASIA TEX/PINHEIRO,TAPETE,85.32,198.00,57050000
7101,CACHEPOT EM CIMENTO REF 13449/13451/13494,DIVERSOS,34.11,72.00,68109900
7452,CANECA DE PORCELANA  280 ML DOTS/LOVE SORTIDA LYOR,DIVERSOS,07.04,18.00,69111090
7441,ALMOFADA ESTAMPADAS 0.45/0.45 CORTBRAS,ALMOFADA,17.91,48.00,63049900
5606,PERFUME LA PRADA 50 ML,PERFUME FEMININO,436.40,872.00,33030010
7390,COBRE LEITO QUEEN TRAP 03PÇS LUCCA/III LUXUS BUDDEMEYER,COBRE LEITO,663.13,1458.00,94049000
4523,PERFUME CHANEL CHANCE,PERFUME FEMININO,32.85,1690.00,33030020
6917,OURICO EM CERAMICA REF 08720/08722/08724,DIVERSOS,64.69,129.00,69139000
6937,VASO DE VIDRO FLAT ITALY 19X24 CM LYOR,DIVERSOS,110.48,267.00,70139900
7340,ESCULTURA MULHER EM PORCELANA PEQUENO REF 12897 MART,DIVERSOS,26.91,66.00,69131000
7339,ESCULTURA MULHER EM PORCELANA GRANDE REF 12895 MART,DIVERSOS,49.41,117.00,69131000
5790,CONJ.MASC CAMISETA MALHA SHORT BRIM 1A3 MALWEE,CONFECCOES,47.98,96.00,62032200
7090,BANDEJA GRANDE METAL VIDRO REF 11418/11406,DIVERSOS,46.76,108.00,73239900
7140,FOLHA CERAMICA REF 12194/12193,DIVERSOS,34.14,82.00,69139000
7183,PINÇA DE SILICONE CHARMY REF 1478/1477,DIVERSOS,11.09,25.00,39241000
7051,GATO EM CERAMICA REF 11298,DIVERSOS,29.84,72.00,69139000
7050,GATO EM CERAMICA REF 11299,DIVERSOS,40.61,98.00,69139000
4121,PERFUME CK ONE MASCULINO 200ML CALVIN KLEIN,PERFUME MASCULINO,288.00,576.00,33030020
3577,JOGO DE CAMA QUEEN  03 PÇS MALHA FIO 30 PENTEADO PORTALLAR,JOGO DE CAMA,28.05,63.00,63021000
7443,ALMOFADA TAPIRA/ALAMEDA/VENETO/BELMONT 0.50/0.50 CORTBRAS,ALMOFADA,107.16,225.00,63049900
7487,TAPETE PIZA 2.00/2.50 NIAZITEX,TAPETE,413.10,987.00,57024200
5985,REGATA MASC.COM CAPUZ C20394 CATIVA,CONFECCOES,16.09,33.00,61091000
4956,"ESCOVA REMOVEDORA DE PELOS E FIAPOS 23X7,5X5,5 CM LYOR",DIVERSOS,13.92,30.00,96039000
1560,CONJUNTO ADULTO MOLETON  PENTEADO/MOLECOTTON LUNENDER,CONFECCOES,50.63,94.50,\N
